id,Peptides,Unique peptides,Sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Protein ID,Log2 enrichment,Log10,T-test Significant,Test statistic,Sample_1_Control,Sample_2_Control,Sample_3_Control,Patient_1,Patient_2,Patient_3
2047,21,21,23.5,134.46,0,100.99,391240000,73,250,0.0476049,0.0521235,,0.154667,24.0662,24.7871,24.3937,24.7036,24.3255,24.3255
921,4,4,16.4,37.646,0,23.716,66319000,12,1009,0.0474393,0.0335175,,0.101269,21.6713,22.7668,22.0417,22.6178,22.1401,22.1401
1164,13,13,34.1,68.137,0,60.583,231270000,40,906,0.0431817,0.0368607,,0.110998,23.7099,23.6273,24.3102,23.4588,23.3664,23.3664
1245,6,6,24.2,42.592,0,17.02,209340000,47,735,0.0415363,0.0489066,,0.145562,24.1037,23.6299,24.236,23.6449,23.8441,23.8441
27,10,10,23.1,80.101,0,67.812,187420000,32,440,0.0392567,0.0834484,,0.240861,23.5509,23.6476,23.5015,23.8842,23.5297,23.5297
1283,19,19,17.6,189.25,0,131.02,379160000,83,937,0.038202,0.0946077,,0.270594,24.4089,24.7784,24.6701,24.5871,24.6383,24.6383
1559,7,7,6.5,629.09,0,7.0881,68168000,17,903,0.0356728,0.0426528,,0.127712,22.3068,21.5833,21.9923,22.0724,21.8776,21.8776
1128,4,4,28.6,15.079,0,6.6083,37094000,6,842,0.0353988,0.0173301,,0.0532481,22.1993,21.0887,22.4772,21.1816,21.3794,21.3794
1657,12,12,44.8,49.917,0,211.43,374950000,69,806,0.0320724,0.0210368,,0.0643828,23.6296,24.8129,23.9975,24.1633,24.5992,24.5992
1090,60,60,29.1,331.77,0,323.31,2420400000,298,343,0.0281967,0.0123899,,0.0382731,26.989,26.6327,25.7683,27.6666,27.0822,27.0822
1378,43,43,62.5,92.48,0,323.31,7302000000,453,15,0.0280949,0.0175639,,0.0539531,28.0057,28.9414,27.9088,28.8732,28.7229,28.7229
1889,32,32,42.3,105.34,0,323.31,4178300000,266,113,0.0273927,0.0185182,,0.0568265,27.4566,28.1028,27.1602,28.1284,28.1327,28.1327
1379,19,19,32.2,101.11,0,72.629,452530000,56,407,0.0260162,0.0485404,,0.144522,24.4124,24.7444,24.5546,24.7993,24.4593,24.4593
1386,20,20,49,52.22,0,248.61,3127900000,189,533,0.0227286,0.0146907,,0.0452669,26.8008,27.6757,26.6695,27.5666,27.5468,27.5468
440,6,6,27.1,39.908,0,20.101,70306000,21,535,0.0219056,0.0216794,,0.0663044,21.856,22.0722,22.0532,21.5265,22.3783,22.3783
1359,9,9,66.7,26.215,0,173.59,1852900000,90,896,0.0155233,0.01255,,0.0387609,26.6611,26.6106,26.0847,27.152,26.7175,26.7175
860,6,2,27.7,18.804,0,77.97,2882800000,61,601,0.0151634,0.0287552,,0.0873011,27.2135,27.5583,27.5285,27.4486,27.226,27.226
785,11,11,38.9,37.563,0,170.95,2086000000,127,552,0.0116603,0.00593371,,0.0184613,26.0107,27.4151,26.1777,27.0244,26.9715,26.9715
2138,3,3,32.2,19.889,0,45.215,219130000,34,537,0.00861549,0.0225541,,0.0689162,23.7316,23.8082,23.9177,23.5988,23.8191,23.8191
1792,3,3,5.2,93.673,0,4.8653,45254000,9,483,0.00606505,0.0075332,,0.0233958,22.0283,21.417,21.6189,21.9197,21.6477,21.6477
945,5,5,67.3,11.006,0,28.567,235710000,33,970,-0.00405439,0.00183135,,-0.00572433,24.4995,23.1179,23.0563,24.1029,24.2548,24.2548
1028,3,3,7.1,60.586,0,5.7087,80689000,16,539,-0.0129894,0.00680979,,-0.0211662,22.9325,21.5793,22.7137,21.7754,22.2397,22.2397
910,7,4,11.7,103.96,0,22.087,69768000,20,531,-0.0141681,0.00550629,,-0.0171397,20.8298,22.9425,21.5442,22.219,21.8528,21.8528
1857,7,7,13.8,78.549,0,49.531,179170000,42,538,-0.0190382,0.0220296,,-0.0673506,23.5723,23.1161,23.0189,23.6248,23.3318,23.3318
715,4,4,27.6,17.517,0,11.806,124710000,28,418,-0.0191784,0.0226413,,-0.0691762,22.9151,22.6633,22.3669,22.9471,22.9961,22.9961
686,5,5,15.6,56.733,0,37.136,107710000,18,415,-0.0205431,0.0176583,,-0.0542376,22.4614,22.5923,22.9488,22.6123,21.9578,21.9578
334,3,3,12.8,34.032,0,7.5031,43651000,17,820,-0.0245558,0.0383873,,-0.115421,21.8139,21.6261,21.8875,21.8115,21.3873,21.3873
1142,8,8,60.4,24.763,0,110.52,2492300000,89,326,-0.0260928,0.0715652,,-0.208663,26.9162,27.2499,27.0522,27.0424,27.0762,27.0762
825,7,7,18.5,64.229,0,38.023,82756000,10,581,-0.0323696,0.0457117,,-0.136468,22.1237,22.6319,22.1269,22.4248,22.4846,22.4846
1610,62,62,43.2,166.57,0,323.31,9679500000,539,903,-0.0338879,0.0233657,,-0.0713354,28.5998,29.3584,28.3541,29.2574,29.2241,29.2241
258,11,11,56.9,29.295,0,64.918,474310000,73,982,-0.0371485,0.270906,,-0.697083,24.9004,24.8296,24.8525,24.7572,24.8738,24.8738
1346,11,9,43.9,45.671,0,219.1,903570000,82,590,-0.0424849,0.073976,,-0.215242,25.691,25.8391,25.8077,25.4367,25.9233,25.9233
1613,6,6,28.2,33.712,0,13.735,115310000,19,66,-0.0428362,0.0591804,,-0.174466,22.702,23.3233,23.083,22.8643,22.9622,22.9622
1530,20,20,25.6,113.75,0,240.71,1140900000,142,139,-0.0461505,0.0237356,,-0.0724365,25.8595,25.6094,24.7683,26.4315,25.865,25.865
1338,8,8,39.5,37.025,0,85.912,266280000,34,1013,-0.048632,0.0811294,,-0.234622,23.9677,23.9982,24.2333,23.6845,23.8851,23.8851
1227,7,5,17.3,53.425,0,27.491,1017100000,70,21,-0.0506817,0.0909278,,-0.260841,25.8061,26.2576,25.8599,26.119,25.9647,25.9647
76,4,3,44.2,10.32,0,12.91,639940000,36,340,-0.0508223,0.070633,,-0.206112,25.1507,25.5274,24.9908,25.5243,25.3495,25.3495
200,12,12,25.6,76.837,0,63.858,269450000,47,588,-0.0616894,0.175635,,-0.474779,23.9418,24.2421,24.1035,23.9317,24.0555,24.0555
1836,8,8,12.3,126.27,0,70.339,91912000,25,137,-0.0670443,0.0896809,,-0.257525,22.4724,22.5694,22.2163,22.2946,22.8507,22.8507
22,15,14,29.5,73.027,0,141.16,728270000,98,1004,-0.0735973,0.125628,,-0.350972,25.4845,25.7208,25.7906,25.2804,25.5161,25.5161
1592,5,3,15.8,55.102,0,7.1558,40259000,11,173,-0.0769456,0.106446,,-0.301643,21.6854,22.0126,21.4947,22.0915,21.73,21.73
1083,20,20,46.7,57.136,0,174.66,730030000,106,171,-0.0787935,0.12908,,-0.35973,25.5081,25.4294,25.3583,25.6957,25.1158,25.1158
1195,4,4,26.7,19.25,0,14.313,146870000,11,882,-0.0794888,0.0549177,,-0.162535,23.5179,23.2274,22.5561,23.6174,23.706,23.706
1481,23,14,68,50.14,0,117.9,25698000000,414,965,-0.0796827,0.379395,,-0.937979,30.6244,30.7755,30.634,30.6978,30.5289,30.5289
1557,13,8,53.7,46.158,0,36.787,1138300000,85,426,-0.080026,0.143314,,-0.395488,26.5036,26.265,26.5727,26.0964,26.2438,26.2438
2142,5,5,26.4,29.395,0,10.642,108730000,26,799,-0.0801792,0.127634,,-0.356065,23.1813,22.8236,22.7303,23.1962,22.8404,22.8404
1583,3,3,23.5,19.198,0,17.298,54568000,15,466,-0.0810337,0.0497625,,-0.147989,22.4511,21.6081,21.4284,21.8098,22.6075,22.6075
1856,7,7,23.4,49.611,0,14.124,186390000,30,689,-0.0814527,0.0612388,,-0.180197,23.6607,23.3344,22.9986,24.0836,23.1661,23.1661
492,5,5,35.8,19.58,0,8.0417,79331000,17,450,-0.0854276,0.0508779,,-0.151147,22.6706,21.5989,21.6601,22.6614,21.8265,21.8265
1823,7,7,25.1,45.318,0,43.112,99511000,30,280,-0.0854797,0.220517,,-0.581284,22.5926,22.5599,22.639,22.5656,22.2678,22.2678
2119,5,5,34.9,20.683,0,16.79,80733000,24,976,-0.0904121,0.0590697,,-0.174157,21.9963,22.7358,21.9535,22.9569,21.9166,21.9166
1549,8,8,16.6,76.631,0,41.392,124130000,28,271,-0.095816,0.0508402,,-0.151041,23.3095,22.4852,22.0452,23.5339,22.8256,22.8256
1032,8,8,17.6,68.996,0,23.736,123130000,32,415,-0.0992721,0.0962099,,-0.274825,22.5494,23.1016,23.0095,22.8984,22.2708,22.2708
1633,15,15,27.5,68.047,0,41.027,603180000,79,300,-0.0993608,0.213866,,-0.565726,25.0825,25.2867,25.2128,25.2028,24.8401,24.8401
884,10,10,15.8,85.746,0,235.15,207100000,39,78,-0.0997454,0.11304,,-0.31873,23.7138,23.7313,23.9815,23.1611,23.7258,23.7258
904,4,4,8.8,75.022,0,16.39,75048000,11,131,-0.110353,0.0714737,,-0.208412,21.7295,23.1265,22.4111,22.372,22.1699,22.1699
1517,7,7,42,25.177,0,13.77,261370000,34,35,-0.110865,0.0957512,,-0.273614,24.4322,24.0159,24.6906,23.8703,23.7786,23.7786
484,15,3,39,41.29,0,6.9387,75958000,13,765,-0.113654,0.347231,,-0.867396,22.4979,22.364,22.3413,22.1441,22.4665,22.4665
1545,10,10,62.8,31.362,0,207.33,2828200000,113,1041,-0.120097,0.156154,,-0.427284,27.2497,27.4971,27.6288,26.9201,27.2109,27.2109
1414,4,4,16.8,36.588,0,13.178,48488000,8,695,-0.123431,0.0783904,,-0.227226,21.1248,22.5384,21.5039,21.7943,21.8264,21.8264
1560,8,8,22.6,54.794,0,34.624,87588000,16,813,-0.123887,0.0893677,,-0.256691,22.3683,23.4259,22.4272,23.1695,22.7228,22.7228
1108,3,3,11.3,43.239,0,7.2145,40602000,9,287,-0.127304,0.521265,,-1.24627,21.5018,21.641,21.486,21.3108,21.5355,21.5355
1326,4,4,7,88.367,0,16.151,33367000,6,459,-0.132589,0.223098,,-0.587301,21.2296,21.4739,21.1707,20.9694,21.5174,21.5174
1944,11,8,80.4,12.122,0,57.762,10933000000,130,766,-0.137648,0.104536,,-0.296667,28.6499,29.5465,28.5532,29.4134,28.9152,28.9152
716,7,7,28.4,31.704,0,14.66,153640000,32,26,-0.137945,0.148701,,-0.408878,22.8101,23.5019,22.8132,23.3523,22.8886,22.8886
2106,11,11,36,40.542,0,165.25,305400000,56,770,-0.140134,0.115387,,-0.324779,24.1042,24.8691,24.0034,24.8352,24.2009,24.2009
1353,12,12,30,68.254,0,43.615,268340000,58,750,-0.142813,0.105059,,-0.29803,23.6453,24.3354,23.3395,24.4188,23.7844,23.7844
1615,10,10,37.9,36.876,0,230.57,841330000,86,444,-0.143512,0.168764,,-0.458124,25.4283,26.2271,25.544,25.8033,25.7052,25.7052
1360,13,13,29.2,75.378,0,69.209,258750000,65,318,-0.147372,0.672365,,-1.57817,24.1311,23.9212,23.937,23.8959,23.8034,23.8034
1158,28,28,32.6,140.47,0,138.06,829350000,109,9,-0.148089,0.263792,,-0.680931,25.5315,25.83,25.2432,25.6793,25.6755,25.6755
2136,32,32,42.4,119.91,0,150.91,1466300000,181,952,-0.152214,0.20203,,-0.537858,26.315,26.9812,26.2856,26.5958,26.6063,26.6063
524,18,18,67.1,37.709,0,179.02,1703600000,157,717,-0.155096,0.410161,,-1.0051,26.4243,26.8118,26.382,26.4831,26.5237,26.5237
2024,35,2,39.3,105.95,0,323.31,6497600000,287,971,-0.155192,0.132037,,-0.367204,27.9032,28.5383,27.5306,28.4107,28.2554,28.2554
1381,6,6,52.7,26.599,0,81.731,521490000,55,78,-0.15644,0.557644,,-1.32545,25.0183,25.1483,25.0558,24.9539,24.7708,24.7708
1538,8,8,58.1,17.259,0,323.31,541070000,51,754,-0.164652,0.205119,,-0.545154,25.578,25.0621,25.4279,25.224,24.8143,24.8143
1553,12,12,21.2,93.834,0,77.197,505730000,60,650,-0.168492,0.0594267,,-0.175153,24.8563,24.664,23.163,25.6604,24.9516,24.9516
2123,15,15,56.2,39.777,0,195.5,1095500000,111,864,-0.168564,0.20664,,-0.548742,25.7193,26.5054,26.0118,25.8006,26.0188,26.0188
1629,6,6,24.2,45.46,0,26.371,75651000,28,811,-0.172168,0.124574,,-0.348289,23.0944,21.9286,22.4695,21.9786,22.5699,22.5699
1276,5,5,30,33.777,0,19.732,84886000,16,394,-0.176188,0.140003,,-0.387219,23.0762,22.0047,22.5963,22.0354,22.4611,22.4611
1742,42,42,46.1,136.11,0,247.5,1479400000,248,463,-0.177775,0.163298,,-0.444802,26.1856,26.3932,25.6223,26.668,26.0444,26.0444
1328,18,18,55.3,46.44,0,116.75,1068100000,120,495,-0.180691,0.135511,,-0.375953,26.4181,25.6684,26.1261,25.2584,26.2032,26.2032
220,2,2,8.5,30.162,0,12.018,76263000,12,560,-0.181223,0.29143,,-0.74338,22.2086,22.4817,21.9265,22.4972,22.068,22.068
1336,4,4,30.6,18.998,0,23.142,203770000,31,6,-0.181231,0.390071,,-0.961305,23.7741,24.1607,23.6893,23.9746,23.6947,23.6947
2148,4,4,33.8,15.512,0,71.1,120780000,24,242,-0.18211,0.26604,,-0.686043,22.8841,22.9382,22.8841,22.3227,22.9802,22.9802
660,4,4,29.3,32.253,0,87.944,93931000,16,149,-0.187724,0.179409,,-0.483882,22.6428,22.6539,22.2877,23.0456,22.0487,22.0487
500,26,26,47.1,69.697,0,144.9,7903700000,210,377,-0.191787,0.314081,,-0.79401,28.7495,29.2383,28.5565,28.9162,28.9336,28.9336
1797,6,6,22.1,48.602,0,48.947,140130000,35,950,-0.191788,0.684671,,-1.60567,23.6882,23.4775,23.2603,23.4145,23.4984,23.4984
1826,7,5,26,51.998,0,34.555,277270000,40,1004,-0.196762,0.939714,,-2.20261,23.9774,24.1873,23.9438,23.8851,23.8279,23.8279
973,7,7,71,10.834,0,29.469,1641800000,73,587,-0.200265,0.105686,,-0.299663,27.0442,26.3055,25.5727,26.6857,27.1654,27.1654
972,8,8,31.2,35.664,0,60.07,235350000,45,517,-0.204169,0.169778,,-0.460588,23.8858,23.7117,22.9154,23.9488,23.9194,23.9194
1192,5,5,13.7,48.14,0,72.481,91238000,16,126,-0.206429,0.313583,,-0.7929,22.8028,22.97,22.6496,22.3571,23.0333,23.0333
1787,3,3,9.2,46.411,0,54.524,35645000,9,982,-0.213565,0.0961724,,-0.274726,20.7715,22.6012,20.9388,21.932,21.5475,21.5475
1344,2,2,15.4,18.001,0,6.1418,58637000,12,1002,-0.216365,0.134201,,-0.372658,21.4363,22.9829,21.9226,21.9572,22.0998,22.0998
519,3,3,28.9,19.344,0,27.061,20630000,7,379,-0.216451,0.14541,,-0.400706,21.4426,20.819,21.6245,20.3363,20.7822,20.7822
1114,8,8,17.6,62.094,0,45.41,129930000,26,140,-0.222523,0.143863,,-0.396855,22.5971,23.9389,23.0424,23.3873,22.7066,22.7066
1555,23,23,38.1,81.074,0,128.13,1358400000,155,725,-0.222952,0.339652,,-0.850683,26.2884,26.9556,26.2793,26.4189,26.4988,26.4988
1701,4,4,17.7,40.423,0,5.109,33270000,8,8,-0.223206,0.0671712,,-0.196607,23.1354,20.6277,22.5724,20.853,21.5496,21.5496
203,15,6,58.5,54.34,0,33.922,645800000,62,580,-0.223504,0.447346,,-1.08589,25.5355,25.9361,25.7242,25.4558,25.3568,25.3568
46,3,3,10.1,38.792,0,5.4622,22528000,8,949,-0.226187,0.109057,,-0.308426,22.4118,20.4951,21.3472,20.9703,21.3644,21.3644
1653,7,7,20.6,59.711,0,16.242,282780000,26,804,-0.229392,0.302101,,-0.767288,24.587,23.9194,24.2406,24.0347,23.7962,23.7962
83,11,11,21,85.939,0,156.46,274300000,52,962,-0.230572,0.651543,,-1.53184,24.1033,24.384,23.901,24.1771,23.9611,23.9611
803,4,4,15.9,45.809,0.00060024,3.6943,81776000,12,697,-0.244701,0.255212,,-0.661372,22.0338,22.5931,21.87,22.5404,21.7959,21.7959
1159,23,23,71.4,50.118,0,254.07,5227600000,199,846,-0.24531,0.35061,,-0.874835,28.042,28.5673,27.7806,28.3183,28.079,28.079
2093,35,35,20.7,299.61,0,322.83,1337800000,175,610,-0.249987,0.425087,,-1.03756,26.2479,26.2059,25.7953,26.3494,25.7861,25.7861
2026,8,8,36.6,39.594,0,51.514,229950000,35,852,-0.250229,0.166722,,-0.453154,23.5132,24.4941,23.729,23.2108,24.3204,24.3204
1497,3,3,25.5,11.284,0,24.026,1630600000,33,600,-0.251181,0.343913,,-0.860082,26.6158,26.6213,25.9904,26.3391,26.7725,26.7725
1902,18,8,78.9,36.724,0,323.31,23644000000,271,87,-0.256727,0.145707,,-0.401445,30.1246,30.7018,29.2395,30.764,30.466,30.466
2042,20,20,54,56.084,0,276.05,720090000,121,564,-0.258697,0.745994,,-1.74418,25.5301,25.7716,25.3477,25.5678,25.2609,25.2609
533,3,3,12.2,10.905,0,6.7766,947800000,28,128,-0.262463,0.402829,,-0.989129,25.696,26.3627,25.7643,25.8932,25.6433,25.6433
620,8,8,30.7,36.805,0,24.518,177190000,35,54,-0.265145,0.624802,,-1.47268,23.439,23.4573,22.9623,23.4408,23.1459,23.1459
1949,5,5,16.8,66.389,0,16.325,69738000,20,1027,-0.279711,0.311553,,-0.788381,21.7128,22.3824,21.392,22.0482,21.8634,21.8634
982,8,8,64,13.242,0,91.108,2525700000,99,1009,-0.286624,0.138269,,-0.382876,27.8992,26.8446,26.134,27.333,27.7889,27.7889
1063,29,29,54.5,69.842,0,264.29,2876200000,230,466,-0.290493,0.8309,,-1.94074,27.7091,27.6606,27.6183,27.3284,27.2363,27.2363
969,10,10,30.6,67.723,0,105.89,491060000,75,775,-0.293087,0.718875,,-1.68261,24.784,25.1583,24.5227,24.7942,24.7172,24.7172
125,5,5,54.1,15.938,0,14.233,85972000,17,315,-0.297049,0.410713,,-1.0063,22.6678,22.8911,22.7683,22.6278,22.0512,22.0512
1462,5,5,36.2,21.935,0,22.875,234420000,24,560,-0.302816,0.266676,,-0.687488,23.2389,24.3766,23.5345,23.6481,23.3321,23.3321
881,3,3,72.4,8.5435,0,181.46,125710000,34,227,-0.304893,0.317552,,-0.801729,23.2279,23.4033,22.9654,23.5345,22.5323,22.5323
914,12,12,41.2,36.318,0,125.17,1060700000,72,583,-0.307346,0.276888,,-0.710622,25.7097,26.5455,25.3655,25.9644,26.1309,26.1309
1263,118,118,79.8,157.9,0,323.31,73653000000,1543,510,-0.311358,0.219402,,-0.57868,31.5865,32.1259,30.8536,32.1905,31.5904,31.5904
1433,3,3,48.8,9.7251,0,49.429,595270000,35,743,-0.312423,0.421678,,-1.03015,25.0105,25.6585,24.7687,25.0373,25.2602,25.2602
1546,26,26,49.7,66.022,0,323.31,1414400000,161,780,-0.31688,0.402361,,-0.988108,26.4461,26.5926,25.8755,26.6815,26.0505,26.0505
1747,10,10,17.8,101.43,0,54.022,132330000,29,429,-0.317427,0.320834,,-0.809022,22.8047,23.5366,22.4461,23.1941,22.9194,22.9194
1985,4,4,60.4,10.921,0,11.132,308370000,31,71,-0.317527,0.375397,,-0.929232,24.8394,24.4567,24.7904,24.2229,23.9783,23.9783
1593,12,12,40.4,44.23,0,255.32,842800000,96,403,-0.317671,0.625456,,-1.47412,25.5795,26.1539,25.5703,25.5659,25.5109,25.5109
1807,7,7,12.2,102.89,0,29.993,214380000,41,98,-0.318158,0.431059,,-1.05053,23.7308,23.9344,23.8043,23.6723,23.0666,23.0666
229,2,2,28,9.0115,0.0049751,1.7164,157060000,13,281,-0.318613,0.182995,,-0.492506,22.8623,23.8765,23.6866,23.1722,22.2936,22.2936
129,12,12,37.1,48.799,0,116.4,424880000,70,858,-0.319223,1.1806,,-2.83388,24.95,24.7142,24.4412,24.62,24.4774,24.4774
968,20,20,46,68.569,0,92.391,1184200000,118,403,-0.320919,0.827331,,-1.93235,26.1607,26.333,25.8187,26.1628,25.7962,25.7962
605,5,5,7.3,116.17,0,16.394,59030000,14,1037,-0.326267,0.193595,,-0.517845,21.3626,22.8054,22.1807,21.7909,21.3015,21.3015
270,3,3,9.2,39.5,0.00059032,3.4622,19832000,4,1007,-0.336342,0.118746,,-0.333405,21.7608,20.5553,22.1987,20.3491,19.9175,19.9175
2132,5,5,23.5,25.733,0,7.9738,195860000,26,70,-0.336369,1.20718,,-2.90872,23.6452,23.9402,23.5104,23.4185,23.44,23.44
1197,9,9,55.4,11.471,0,288.36,3615900000,147,59,-0.337408,0.192305,,-0.514774,28.4227,27.3183,26.7959,27.6551,28.1483,28.1483
1452,5,5,71,7.8409,0,33.869,1608100000,34,26,-0.339123,0.999339,,-2.35169,26.7761,27.1078,26.5684,26.525,26.715,26.715
1510,6,6,18.9,56.684,0,12.457,63919000,14,788,-0.348003,0.411315,,-1.00761,22.1803,22.6843,21.7652,21.9703,22.5174,22.5174
995,35,35,33.2,170.59,0,211.72,876120000,171,539,-0.348586,0.537567,,-1.28171,25.8137,25.8886,25.3312,25.9195,25.257,25.257
1048,27,27,40.2,101.56,0,168.01,1474200000,188,189,-0.351223,1.90337,+,-5.3932,26.9548,27.0558,26.5866,26.7287,26.6469,26.6469
1617,9,9,21.3,76.861,0,72.482,572770000,59,789,-0.352219,0.351611,,-0.877038,25.1171,25.9649,24.8889,25.5465,25.1309,25.1309
1704,4,4,25.7,28.235,0,11.617,76395000,11,94,-0.353107,0.19311,,-0.516692,21.3291,23.0981,21.9092,22.074,21.5983,21.5983
252,5,5,11.7,64.929,0,76.331,737560000,53,389,-0.357543,0.608582,,-1.43696,25.5065,25.8558,25.0592,25.6247,25.2871,25.2871
828,15,15,29.6,77.528,0,63.811,234060000,42,42,-0.36632,0.211481,,-0.560129,23.1163,24.7177,23.2318,23.9391,23.4811,23.4811
918,15,15,17.7,124.92,0,32.788,351640000,55,100,-0.36713,0.563467,,-1.33815,24.8006,24.675,24.0045,24.7298,24.3776,24.3776
1680,8,5,23.6,45.547,0,96.045,114800000,17,319,-0.369197,0.324509,,-0.817178,22.5142,23.3448,22.1608,23.0344,22.4856,22.4856
1289,12,12,21.5,87.798,0,25.527,165140000,38,0,-0.370498,0.492979,,-1.18487,23.841,23.1912,22.8427,23.3376,23.2565,23.2565
2033,5,5,47.3,15.892,0,160.46,628260000,35,216,-0.370926,0.202654,,-0.539333,26.0522,24.8538,24.2731,25.5248,25.4484,25.4484
1572,7,7,28.9,30.84,0,81.529,380700000,65,916,-0.374988,0.428155,,-1.04422,24.2931,25.0575,24.3207,24.5828,23.9973,23.9973
1418,14,14,67,22.127,0,63.261,4664100000,102,781,-0.375483,0.328411,,-0.825825,28.1533,28.7124,27.5502,28.6288,27.9931,27.9931
1506,9,9,32.6,45.834,0,93.512,172090000,38,209,-0.378155,0.45577,,-1.10417,23.0484,23.6025,22.7885,23.3665,22.6869,22.6869
2070,4,4,13.6,45.756,0,8.2716,56919000,13,103,-0.378896,0.85135,,-1.98904,22.0284,22.505,21.8187,21.9927,21.852,21.852
1296,12,10,9.4,229.06,0,26.212,280160000,33,287,-0.381359,0.6443,,-1.51578,24.0243,24.5202,23.7284,24.1528,23.7914,23.7914
1739,31,31,44.1,102,0,205.76,1339200000,177,513,-0.385407,0.811153,,-1.89447,26.4844,27.0073,26.2911,26.3449,26.4454,26.4454
1924,6,6,15.5,60.54,0,15.548,98493000,16,453,-0.390211,0.258144,,-0.668066,22.5778,23.5504,22.0016,23.2067,22.8134,22.8134
1064,31,31,63.5,82.704,0,166.42,2383500000,212,334,-0.390568,1.68324,+,-4.47996,27.3314,27.4788,27.1126,26.9979,26.9333,26.9333
249,3,3,31.2,7.1013,0,40.213,752850000,29,263,-0.406296,0.816375,,-1.90667,25.5779,25.8207,25.1129,25.5896,25.1764,25.1764
1672,10,10,18.5,91.809,0,29.067,229570000,46,687,-0.408085,0.467382,,-1.12936,23.474,24.1393,23.0401,23.7451,23.4104,23.4104
2115,4,4,55.8,10.834,0,75.915,637270000,17,933,-0.408625,0.456921,,-1.10667,25.1166,25.9472,25.4162,25.0696,24.8841,24.8841
977,12,11,97.4,11.665,0,179.25,10610000000,152,815,-0.421777,0.501843,,-1.2041,29.4287,29.7405,28.7774,29.6474,29.0638,29.0638
983,7,7,40.1,25.097,0,14.911,428650000,39,537,-0.422285,1.39256,+,-3.46482,24.8643,25.1806,24.5524,24.6286,24.6194,24.6194
1798,11,11,28.3,57.224,0,39.106,356490000,55,763,-0.422432,0.646313,,-1.52024,24.571,24.8514,23.9076,24.581,24.3778,24.3778
1647,37,37,37.8,135.58,0,323.31,3127900000,285,630,-0.422703,0.710315,,-1.66328,27.4682,28.0619,27.1496,27.4221,27.4554,27.4554
1934,9,9,27.7,64.989,0,15.216,170770000,29,254,-0.423965,1.16585,,-2.79285,23.5103,23.8615,23.1822,23.3784,23.2253,23.2253
1606,32,32,22.3,218.52,0,180.83,814530000,158,545,-0.431045,0.469579,,-1.13412,25.4797,25.7792,24.6703,25.6311,25.2938,25.2938
1565,6,6,29.2,37.039,0,15.115,179450000,26,894,-0.431307,2.7477,+,-10.6125,23.7768,23.8436,23.4268,23.3667,23.3433,23.3433
1059,8,8,58.9,16.572,0,80.131,752830000,62,214,-0.432287,0.420493,,-1.02757,26.154,25.3788,24.8611,25.5472,25.594,25.594
831,7,7,63.3,19.208,0,15.028,133590000,33,862,-0.437146,0.507621,,-1.21664,22.8867,23.7603,22.6966,23.1019,22.8606,22.8606
1437,10,10,67.8,13.527,0,323.31,1921300000,121,310,-0.43906,0.526898,,-1.25851,26.7869,27.4772,26.3526,26.9775,26.7489,26.7489
1405,11,3,39.3,17.258,0,23.063,3006000000,73,144,-0.442637,0.419231,,-1.02483,27.4408,28.0284,26.9007,27.8545,27.1207,27.1207
1948,8,8,13.6,108.58,0,119.01,167000000,51,665,-0.448075,1.25184,,-3.03709,23.4616,23.7237,23.0025,23.2985,23.1327,23.1327
1419,12,2,43.9,37.512,0,127.7,427480000,65,27,-0.452492,0.504872,,-1.21068,25.0879,24.9949,25.1429,24.4503,24.1736,24.1736
1627,5,5,19.9,34.833,0,11.792,84321000,21,0,-0.45476,0.523491,,-1.25111,22.2329,22.9791,22.0582,22.5013,21.8943,21.8943
1335,8,8,34.7,41.044,0,44.811,241050000,40,500,-0.455594,0.726433,,-1.69972,23.6167,23.8424,23.3073,23.5975,22.9171,22.9171
1821,23,23,13.9,292.75,0,112.38,302190000,68,269,-0.466095,0.693636,,-1.62577,24.1806,24.8348,23.8083,24.1473,24.1693,24.1693
2088,8,7,28.1,50.817,0,58.069,302780000,35,238,-0.469432,0.790677,,-1.84686,24.6307,24.5859,23.9371,24.5318,23.9479,23.9479
538,3,3,49.3,7.3713,0,60.783,183970000,23,447,-0.470409,1.15252,,-2.75605,23.3805,23.6899,22.8837,23.2179,23.0927,23.0927
1251,6,6,27.9,36.104,0,16.824,74556000,21,632,-0.471451,0.708944,,-1.66019,22.0902,22.5814,21.6206,22.1869,21.7856,21.7856
1393,2,2,12.8,20.313,0,4.7811,26018000,6,11,-0.472651,0.608948,,-1.43776,22.0631,21.2725,21.4196,21.1057,21.0602,21.0602
1852,5,5,9.7,93.772,0,25.172,37545000,9,364,-0.47419,1.43539,+,-3.60258,21.4347,21.7828,21.1262,21.1675,21.1099,21.1099
2090,3,3,11.8,35.236,0,5.4634,35972000,11,368,-0.479921,0.305527,,-0.774942,20.8967,21.8622,20.2691,21.6138,20.8156,20.8156
723,8,8,43.9,31.703,0,54.974,386060000,63,1017,-0.480051,1.79819,+,-4.93941,24.8988,24.7266,24.2226,24.41,24.3654,24.3654
799,41,41,78,72.683,0,323.31,35568000000,525,808,-0.482526,0.357028,,-0.888951,30.8935,31.1742,29.7581,31.1448,30.7511,30.7511
1210,8,7,39.2,33.34,0,22.329,140120000,32,1022,-0.484718,1.26224,,-3.06746,23.4109,23.4892,23.1611,22.7463,22.9886,22.9886
